Codigo Municipio,Total Paro Registrado,Parados Hombres,Parados Mujeres
50295,1,0,1
50296,32,17,15
50297,55462,28262,27200
50298,582,323,259
50901,1,0,1
50902,4,2,2
50903,116,52,64
33001,74,42,32
33002,1115,553,562
33003,56,30,26
33004,7160,3480,3680
33005,48,37,11
33006,132,70,62
33007,102,67,35
33008,167,90,77
33009,83,49,34
33010,140,76,64
33011,827,431,396
33012,652,328,324
33013,38,24,14
33014,862,414,448
33015,81,52,29
33016,1745,805,940
33017,232,121,111
33018,202,113,89
33019,228,142,86
33020,1552,757,795
33021,418,209,209
33022,84,35,49
33023,243,133,110
33024,25970,12181,13789
33025,711,349,362
33026,788,434,354
33027,53,31,22
33028,71,52,19
33029,24,19,5
33030,63,33,30
33031,4609,2391,2218
33032,1226,633,593
33033,1027,534,493
33034,828,465,363
33035,1039,508,531
33036,1337,712,625
17105,4201,2141,2060
33038,195,102,93
33039,161,78,83
33040,391,216,175
33041,551,273,278
33042,380,179,201
33043,59,38,21
33044,18099,8919,9180
33045,467,256,211
33046,54,29,25
33047,89,53,36
33048,14,9,5
33049,600,354,246
33050,40,25,15
33051,748,377,371
33052,37,19,18
33053,57,36,21
33054,81,51,30
33055,140,78,62
33056,522,242,280
33057,180,115,65
33058,176,96,80
33059,260,164,96
33060,1820,1008,812
33061,21,16,5
33062,19,15,4
33063,28,17,11
33064,16,10,6
33065,81,35,46
33066,4218,2091,2127
33067,38,20,18
33068,40,27,13
33069,357,176,181
33070,252,133,119
33071,26,11,15
33072,85,44,41
33073,585,327,258
33074,344,188,156
33075,39,23,16
33076,980,515,465
33077,87,58,29
33078,12,8,4
07001,396,187,209
07002,706,375,331
07003,1967,1012,955
07004,343,167,176
07005,870,453,417
07006,540,282,258
07007,16,13,3
07008,651,311,340
07009,79,42,37
07010,378,174,204
07011,4029,2001,2028
07012,171,87,84
07013,703,372,331
07014,1049,558,491
07015,2174,1117,1057
07016,278,139,139
07017,94,43,51
07018,25,11,14
07019,4,1,3
07020,306,142,164
07021,10,5,5
07022,1792,1027,765
07023,247,129,118
07024,647,356,291
07025,20,7,13
07026,4805,2654,2151
07027,3661,2073,1588
07028,105,56,49
07029,669,381,288
07030,171,87,84
07031,3151,1566,1585
07032,2844,1507,1337
07033,3948,2099,1849
07034,92,50,42
07035,146,81,65
07036,2529,1171,1358
07037,341,169,172
07038,200,110,90
07039,568,356,212
07040,39672,20867,18805
07041,179,110,69
07042,1323,681,642
07043,340,189,151
07044,1119,681,438
07045,93,47,46
07046,2181,1266,915
07047,188,93,95
07048,1735,919,816
07049,128,79,49
07050,319,159,160
07051,459,243,216
07052,438,238,200
07053,84,52,32
07054,2493,1261,1232
07055,1017,568,449
07056,462,220,242
07057,1003,517,486
07058,257,147,110
07059,390,229,161
07060,263,142,121
07061,756,409,347
07062,1261,672,589
07063,102,47,55
07064,744,373,371
07065,229,127,102
07901,48,28,20
07902,79,42,37
35001,870,437,433
35002,4233,2062,2171
35003,1002,512,490
35004,8622,4640,3982
35005,143,74,69
35006,5168,2492,2676
35007,85,42,43
35008,1022,479,543
35009,3624,1800,1824
35010,506,284,222
35011,4351,2252,2099
35012,1706,790,916
16135,1099,532,567
35014,2374,1230,1144
35015,1707,952,755
35016,51001,24657,26344
35017,4927,2475,2452
35018,1933,954,979
35019,5794,2771,3023
35020,1079,608,471
35021,1745,897,848
35022,10011,4826,5185
35023,1939,927,1012
35024,1720,863,857
35025,180,103,77
35026,15174,7416,7758
35027,1413,692,721
35028,1590,782,808
35029,578,313,265
35030,1572,842,730
35031,1132,547,585
35032,459,252,207
35033,1015,516,499
35034,1160,597,563
38001,3665,1754,1911
38002,129,77,52
38003,204,122,82
38004,697,343,354
38005,864,495,369
38006,8511,4244,4267
38007,226,126,100
38008,812,422,390
38009,576,291,285
38010,662,365,297
38011,2715,1272,1443
38012,326,178,148
38013,458,251,207
38014,141,70,71
38015,694,382,312
38016,149,84,65
38017,5715,2982,2733
38018,782,415,367
38019,2226,1179,1047
38020,2922,1548,1374
38021,295,173,122
38022,3753,2055,1698
38023,19281,9820,9461
38024,2373,1179,1194
38025,1427,834,593
38026,5473,2970,2503
38027,925,472,453
38028,3997,1939,2058
38029,203,101,102
38030,268,120,148
38031,5525,2878,2647
38032,1607,812,795
38033,484,231,253
38034,849,455,394
38035,1627,817,810
38036,1058,613,445
38037,2182,1110,1072
38038,26419,13233,13186
38039,1987,1100,887
38040,773,401,372
38041,1132,665,467
38042,627,325,302
38043,3489,1920,1569
38044,442,252,190
38045,644,326,318
38046,1246,641,605
38047,309,161,148
38048,526,313,213
38049,385,226,159
38050,385,216,169
38051,1507,911,596
38052,197,110,87
38053,591,307,284
38901,175,91,84
39001,210,137,73
39002,409,229,180
39003,19,15,4
39004,168,103,65
39005,135,71,64
39006,216,121,95
39007,38,22,16
39008,1560,834,726
39009,360,199,161
39010,67,43,24
39011,149,76,73
39012,767,440,327
39013,30,17,13
39014,90,56,34
39015,42,29,13
39016,2537,1338,1199
39017,46,22,24
39018,546,281,265
39019,194,106,88
39020,2777,1358,1419
30019,27,19,8
39022,105,71,34
39023,807,397,410
39024,239,122,117
39025,898,477,421
39026,136,87,49
39027,264,132,132
39028,332,174,158
39029,58,31,27
39030,176,94,82
39031,108,67,41
39032,78,47,31
39033,59,43,16
39034,14,9,5
39035,1128,612,516
39036,90,49,41
39037,154,98,56
39038,168,91,77
39039,31,19,12
39040,335,202,133
39041,170,102,68
39042,563,285,278
39043,170,76,94
39044,350,182,168
39045,27,19,8
39046,160,98,62
39047,286,153,133
39048,113,63,50
39049,26,18,8
39050,22,18,4
39051,7,5,2
39052,1586,838,748
39053,9,8,1
39054,462,249,213
39055,95,57,38
39056,212,130,82
39057,254,132,122
39058,90,49,41
39059,805,399,406
39060,716,391,325
39061,324,177,147
39062,120,69,51
39063,85,66,19
39064,133,65,68
39065,22,15,7
39066,70,52,18
39067,71,41,30
39068,48,26,22
39069,184,114,70
39070,11,9,2
39071,39,27,12
39072,42,25,17
39073,683,353,330
39074,751,426,325
39075,14686,7624,7062
39076,307,165,142
39077,22,17,5
39078,100,62,38
39079,1200,666,534
39080,438,236,202
39081,41,24,17
39082,121,73,48
39083,64,37,27
39084,60,37,23
39085,774,395,379
39086,20,15,5
39087,5660,3017,2643
39088,4,3,1
39089,13,10,3
39090,86,52,34
39091,195,127,68
39092,79,47,32
39093,16,9,7
39094,56,36,20
39095,305,174,131
39096,34,20,14
39097,61,44,17
39098,90,66,24
39099,247,143,104
39100,70,46,24
39101,20,16,4
39102,231,133,98
05001,19,12,7
05002,359,202,157
05005,18,6,12
05007,5,5,0
05008,31,13,18
05010,9,2,7
05012,7,3,4
05013,106,60,46
05014,805,435,370
05015,5,2,3
05016,787,414,373
05017,5,4,1
05018,0,0,0
05019,5543,2680,2863
05021,172,84,88
05022,166,93,73
05023,17,10,7
05024,12,8,4
05025,2,1,1
05026,13,6,7
05027,14,8,6
05029,16,7,9
05030,4,4,0
05033,9,5,4
05034,1,1,0
05035,10,4,6
05036,8,1,7
05037,17,11,6
05038,6,4,2
05039,1,1,0
05040,2,2,0
05041,126,66,60
05042,9,3,6
05043,2,1,1
05044,13,9,4
05045,7,4,3
05046,4,2,2
05047,507,287,220
05048,6,4,2
05049,28,13,15
05051,11,2,9
05052,5,3,2
05053,5,2,3
05054,218,137,81
05055,139,92,47
05056,6,3,3
05057,402,231,171
05058,4,3,1
05059,5,2,3
05060,3,2,1
05061,24,13,11
05062,9,6,3
05063,1,1,0
05064,11,5,6
05065,50,23,27
05066,75,48,27
05067,4,3,1
05069,2,0,2
05070,2,1,1
05072,6,3,3
05073,25,13,12
05074,45,28,17
05075,8,7,1
05076,33,14,19
05077,14,2,12
05078,12,7,5
05079,5,2,3
05080,1,0,1
05081,1,0,1
05082,74,43,31
05083,19,11,8
05084,2,2,0
05085,0,0,0
05086,2,2,0
05087,8,4,4
05088,1,0,1
05089,45,26,19
05090,6,1,5
05092,6,4,2
05093,82,52,30
05094,5,2,3
05095,32,23,9
05096,7,5,2
05097,41,26,15
05099,45,23,22
05100,38,17,21
05101,12,9,3
05102,415,224,191
05103,6,2,4
05104,0,0,0
05105,26,15,11
05106,2,2,0
05107,1,0,1
05108,5,4,1
05109,47,19,28
05110,122,62,60
05112,12,10,2
05113,5,5,0
05114,215,102,113
05115,57,24,33
05116,6,4,2
05117,21,9,12
05118,7,5,2
05119,1,0,1
05120,1,1,0
05121,20,9,11
05122,5,2,3
05123,11,6,5
05124,4,3,1
05125,3,2,1
05126,1,0,1
05127,63,41,22
05128,47,29,18
05129,2,1,1
05130,7,5,2
05131,3,1,2
05132,108,60,48
05133,2,0,2
05134,8,3,5
05135,29,18,11
05136,5,2,3
05138,27,16,11
05139,2,2,0
05140,9,3,6
05141,8,4,4
05142,5,4,1
05143,2,1,1
05144,4,3,1
05145,2,1,1
05147,8,3,5
05148,2,2,0
05149,3,2,1
05151,7,3,4
05152,70,30,40
05153,3,3,0
05154,2,0,2
05155,4,2,2
05156,34,22,12
05157,6,6,0
05158,29,16,13
05159,15,8,7
05160,21,16,5
05161,146,85,61
05162,6,6,0
05163,210,117,93
05164,0,0,0
05165,33,23,10
05166,13,7,6
05167,6,4,2
05168,687,390,297
05169,14,8,6
05170,2,1,1
05171,0,0,0
05172,14,6,8
05173,2,0,2
05174,2,2,0
05175,9,5,4
05176,14,7,7
05177,7,2,5
05178,23,9,14
05179,23,10,13
05180,8,6,2
05181,0,0,0
05182,94,70,24
05183,9,5,4
05184,20,13,7
05185,9,5,4
05186,145,63,82
05187,300,156,144
05188,2,1,1
05189,57,37,20
05190,2,1,1
05191,9,5,4
05192,6,3,3
05193,19,9,10
05194,6,5,1
05195,10,10,0
05196,4,3,1
05197,10,4,6
05198,6,3,3
05199,0,0,0
05200,1,1,0
05201,62,45,17
05204,64,31,33
05205,3,2,1
05206,4,2,2
05207,81,51,30
05208,2,1,1
05209,6,4,2
05210,3,3,0
05211,43,30,13
05212,17,13,4
05213,9,5,4
05214,5,4,1
05215,5,5,0
05216,12,6,6
05217,5,3,2
05218,7,6,1
05219,4,2,2
05220,44,23,21
05221,46,31,15
05222,11,9,2
05224,5,1,4
05225,30,19,11
05226,4,3,1
05227,72,44,28
05228,13,6,7
05229,3,2,1
05230,7,3,4
05231,14,8,6
05232,3,3,0
05233,9,7,2
05234,7,1,6
05235,6,3,3
05236,7,2,5
05237,7,2,5
05238,78,48,30
05239,14,7,7
05240,653,366,287
05241,674,381,293
05242,105,53,52
05243,8,3,5
05244,1,1,0
05245,38,17,21
05246,2,2,0
05247,16,9,7
05249,11,5,6
05251,0,0,0
05252,4,3,1
05253,7,3,4
05254,24,12,12
05256,9,5,4
05257,8,4,4
05258,7,5,2
05259,10,4,6
05260,3,1,2
05261,4,2,2
05262,38,22,16
05263,10,8,2
05264,4,1,3
05265,4,4,0
05266,4,1,3
05267,5,4,1
05901,14,10,4
05902,19,9,10
05903,10,5,5
05904,7,5,2
05905,2,2,0
09001,1,0,1
09003,12,7,5
09006,5,3,2
09007,2,0,2
09009,14,8,6
09010,1,1,0
09011,0,0,0
09012,4,3,1
09013,2,1,1
09014,5,5,0
09016,7,2,5
09017,11,9,2
09018,2924,1326,1598
09019,6,2,4
09020,13,7,6
09021,4,4,0
09022,0,0,0
09023,78,35,43
09024,14,6,8
09025,7,3,4
09026,19,10,9
09027,4,3,1
09029,8,7,1
09030,5,3,2
09032,4,1,3
09033,2,1,1
09034,9,5,4
09035,26,13,13
09036,6,4,2
09037,5,3,2
09038,8,6,2
09039,6,4,2
09041,1,0,1
09043,4,1,3
09044,1,0,1
09045,10,6,4
09046,0,0,0
09047,2,2,0
09048,118,67,51
09050,1,0,1
09051,9,5,4
09052,0,0,0
09054,5,3,2
09055,5,2,3
09056,799,382,417
09057,11,7,4
09058,37,20,17
09059,14114,6708,7406
09060,7,3,4
09061,3,2,1
09062,0,0,0
09063,18,7,11
09064,29,18,11
09065,5,3,2
09066,1,1,0
09067,44,22,22
09068,1,0,1
09070,1,1,0
09071,2,1,1
09072,14,7,7
09073,81,41,40
09074,73,32,41
09075,6,2,4
09076,1,1,0
09077,0,0,0
09078,1,0,1
09079,0,0,0
09082,0,0,0
09083,1,0,1
09084,11,8,3
09085,54,32,22
09086,30,15,15
09088,4,3,1
09090,2,1,1
09091,41,20,21
09093,6,3,3
09094,3,3,0
09095,3,2,1
09098,28,15,13
09100,2,2,0
09101,2,0,2
09102,6,4,2
09103,4,3,1
09104,0,0,0
09105,2,1,1
09108,32,15,17
09109,50,17,33
09110,4,3,1
09112,1,1,0
09113,47,33,14
09114,5,2,3
09115,3,2,1
09117,9,5,4
09119,4,3,1
09120,2,1,1
09122,3,2,1
09123,0,0,0
09124,134,76,58
09125,31,16,15
09127,1,0,1
09128,6,3,3
09129,5,4,1
09130,6,4,2
09131,44,23,21
09132,10,9,1
09133,3,1,2
09134,26,14,12
09135,2,0,2
09136,14,11,3
09137,14,8,6
09138,4,4,0
09139,2,2,0
09140,16,8,8
09141,43,17,26
09143,0,0,0
09144,2,1,1
09148,1,1,0
09149,0,0,0
09151,40,23,17
09152,29,17,12
09154,8,3,5
09155,0,0,0
09159,1,0,1
09160,0,0,0
09162,2,0,2
09163,32,17,15
09164,11,6,5
09166,2,2,0
09167,1,1,0
09168,17,7,10
09169,8,5,3
09170,14,11,3
09172,2,0,2
09173,11,8,3
09174,48,26,22
09175,5,4,1
09176,3,2,1
09177,77,37,40
09178,1,0,1
09179,1,1,0
09180,1,0,1
09181,11,5,6
09182,3,1,2
09183,0,0,0
09184,1,0,1
09189,6,2,4
09190,4,3,1
09191,0,0,0
09192,5,5,0
09194,217,111,106
09195,1,1,0
09196,5,4,1
09197,12,7,5
09198,3,2,1
09199,4,2,2
09200,3,1,2
09201,2,2,0
09202,0,0,0
09206,2,1,1
09208,20,16,4
09209,585,294,291
09211,115,57,58
09213,22,15,7
09214,55,37,18
09215,25,21,4
09216,35,26,9
09217,13,5,8
09218,30,15,15
09219,3411,1799,1612
09220,3,1,2
09221,42,22,20
09223,3,3,0
09224,9,8,1
09225,1,1,0
09226,3,2,1
09227,9,4,5
09228,4,2,2
09229,24,12,12
09230,0,0,0
09231,5,5,0
09232,7,3,4
09235,7,1,6
09236,0,0,0
09238,58,37,21
09239,2,0,2
09241,16,10,6
09242,5,3,2
09243,0,0,0
09244,2,2,0
09246,35,20,15
09247,7,2,5
09248,4,3,1
09249,2,1,1
09250,14,8,6
09251,30,13,17
09253,2,1,1
09255,7,3,4
09256,34,20,14
09257,5,3,2
09258,10,7,3
09259,6,4,2
09261,33,19,14
09262,7,5,2
09265,3,3,0
09266,1,1,0
09267,3,2,1
09268,5,4,1
09269,4,3,1
09270,3,2,1
09272,18,12,6
09273,4,1,3
09274,132,64,68
09275,9,6,3
09276,29,14,15
09277,6,4,2
09279,11,6,5
09280,1,1,0
09281,10,3,7
09283,4,1,3
09287,14,4,10
09288,4,2,2
09289,187,107,80
09292,6,4,2
09294,6,3,3
09295,1,1,0
09297,18,15,3
09298,2,1,1
09301,48,16,32
09302,1,1,0
09303,0,0,0
09304,9,5,4
09306,3,2,1
09307,16,7,9
09308,3,2,1
09309,30,15,15
09310,0,0,0
09311,2,2,0
09312,7,6,1
09314,8,6,2
09315,26,10,16
09316,5,1,4
09317,0,0,0
09318,2,2,0
09321,234,131,103
09323,1,0,1
09325,4,3,1
09326,12,5,7
09327,1,0,1
09328,1,1,0
09329,11,6,5
09330,158,89,69
09332,14,7,7
09334,4,3,1
09335,2,2,0
09337,10,8,2
09338,16,8,8
09339,14,11,3
09340,1,1,0
09343,14,10,4
09345,5,4,1
09346,7,3,4
09347,7,5,2
09348,14,7,7
09350,37,22,15
09351,0,0,0
09352,1,1,0
09353,4,2,2
09354,0,0,0
09355,4,2,2
09356,2,2,0
09358,11,9,2
09360,0,0,0
09361,1,0,1
09362,15,8,7
09363,35,18,17
09365,1,1,0
09366,1,0,1
09368,0,0,0
09369,33,24,9
09372,17,6,11
09373,14,9,5
09374,0,0,0
09375,2,0,2
09377,35,13,22
09378,0,0,0
09380,0,0,0
09381,0,0,0
09382,0,0,0
09384,14,7,7
09386,6,3,3
09387,4,1,3
09388,1,1,0
09389,4,3,1
09390,28,16,12
09391,18,12,6
09392,1,1,0
09394,51,33,18
09395,2,1,1
09396,11,9,2
09398,3,2,1
09400,18,10,8
09403,2,2,0
09405,5,2,3
09406,22,12,10
09407,1,1,0
09408,0,0,0
09409,17,11,6
09410,249,142,107
09411,10,6,4
09412,64,39,25
09413,28,18,10
09414,3,1,2
09415,15,6,9
09416,12,5,7
09417,0,0,0
09418,3,2,1
09419,3,3,0
09421,17,8,9
09422,0,0,0
09423,3,2,1
09424,0,0,0
09425,46,25,21
09427,74,47,27
09428,2,0,2
09429,3,2,1
09430,0,0,0
09431,9,6,3
09432,2,2,0
09433,1,1,0
09434,99,40,59
09437,8,5,3
09438,24,10,14
09439,67,30,37
09440,4,1,3
09441,4,2,2
09442,25,14,11
09443,6,2,4
09444,2,2,0
09445,2,1,1
09446,0,0,0
09447,2,2,0
09448,9,8,1
09449,6,3,3
09450,1,0,1
09451,14,5,9
09454,1,1,0
09455,0,0,0
09456,9,6,3
09458,33,10,23
09460,9,6,3
09463,13,7,6
09464,4,2,2
09466,3,3,0
09467,2,1,1
09471,9,5,4
09472,1,1,0
09473,3,2,1
09476,0,0,0
09478,1,1,0
09480,0,0,0
09482,2,2,0
09483,16,9,7
09485,0,0,0
09901,27,12,15
09902,21,13,8
09903,467,248,219
09904,25,15,10
09905,29,15,14
09906,61,28,33
09907,193,105,88
09908,34,21,13
24001,5,5,0
24002,12,2,10
24003,50,36,14
24004,47,29,18
24005,31,20,11
24006,40,24,16
24007,127,68,59
24008,1019,448,571
24009,22,15,7
24010,1048,462,586
24011,13,10,3
24012,10,6,4
24014,1062,531,531
24015,205,116,89
24016,34,15,19
24017,32,23,9
24018,14,7,7
24019,26,11,15
24020,19,15,4
24021,165,110,55
24022,29,16,13
24023,27,15,12
24024,31,20,11
24025,14,12,2
24026,52,30,22
24027,140,73,67
24028,13,9,4
24029,31,15,16
24030,635,301,334
24031,10,3,7
24032,2,1,1
24033,4,4,0
24034,426,201,225
24036,29,22,7
24037,14,11,3
24038,332,181,151
24039,130,79,51
24040,31,18,13
24041,46,29,17
24042,0,0,0
24043,8,7,1
24044,14,10,4
24046,90,52,38
24047,60,40,20
24049,161,96,65
24050,4,2,2
24051,13,7,6
24052,9,7,2
24053,44,22,22
24054,22,14,8
24055,55,42,13
24056,350,163,187
24057,138,69,69
24058,7,4,3
24059,75,43,32
24060,24,13,11
24061,141,81,60
24062,7,4,3
24063,20,13,7
24064,182,95,87
24065,168,90,78
24066,29,18,11
24067,51,24,27
24068,27,11,16
24069,0,0,0
24070,525,230,295
24071,117,63,54
24073,16,7,9
24074,0,0,0
24076,80,42,38
24077,8,3,5
24078,20,13,7
24079,70,43,27
24080,5,1,4
24081,3,0,3
24082,66,32,34
24083,89,59,30
24084,9,6,3
24086,7,1,6
24087,30,15,15
24088,70,46,24
24089,10735,5102,5633
24090,23,15,8
24091,34,23,11
24092,51,37,14
24093,17,9,8
24094,198,110,88
24095,27,11,16
24096,0,0,0
24097,7,5,2
24098,83,47,36
24099,4,1,3
24100,69,40,29
24101,12,8,4
24102,47,25,22
24103,18,11,7
24104,15,12,3
24105,109,58,51
24106,14,9,5
24107,8,5,3
24108,32,18,14
24109,90,46,44
24110,122,75,47
24112,13,6,7
24113,18,14,4
24114,310,179,131
24115,7313,3606,3707
24116,19,8,11
24117,40,19,21
24118,13,10,3
24119,80,48,32
24120,18,10,8
24121,47,28,19
24122,125,54,71
24123,86,55,31
24124,23,13,10
24125,30,19,11
24127,8,4,4
24129,8,5,3
24130,36,21,15
24131,42,27,15
24132,26,16,10
24133,18,11,7
24134,328,167,161
24136,22,11,11
24137,120,66,54
24139,153,75,78
24141,10,6,4
24142,2686,1257,1429
24143,61,37,24
24144,43,21,22
24145,28,18,10
24146,17,13,4
24148,131,62,69
24149,10,5,5
24150,5,4,1
24151,27,13,14
24152,29,17,12
24153,11,8,3
24154,107,54,53
24155,23,13,10
24156,6,5,1
24157,185,90,95
24158,8,8,0
24159,96,50,46
24160,51,27,24
24161,16,9,7
24162,157,77,80
24163,254,122,132
24164,6,3,3
15080,19,13,6
24166,93,49,44
24167,79,43,36
24168,26,16,10
24169,345,186,159
24170,194,121,73
24171,25,17,8
24172,22,10,12
24173,69,48,21
24174,19,7,12
24175,128,67,61
24176,11,5,6
24177,17,12,5
24178,4,3,1
24179,19,9,10
24180,69,42,27
24181,135,82,53
24182,26,13,13
24183,63,38,25
24184,14,9,5
24185,37,20,17
24187,63,37,26
24188,419,178,241
24189,563,265,298
24190,4,1,3
24191,6,2,4
24193,32,14,18
24194,12,5,7
24196,207,122,85
24197,58,33,25
24198,52,37,15
24199,27,20,7
24201,52,27,25
24202,765,354,411
24203,6,3,3
24205,67,26,41
24206,200,104,96
24207,28,18,10
24209,302,152,150
24210,33,19,14
24211,11,8,3
24212,78,41,37
24213,4,4,0
24214,50,25,25
24215,2,1,1
24216,46,33,13
24217,2,2,0
24218,31,17,14
24219,43,25,18
24221,67,34,33
24222,1393,693,700
24223,209,113,96
24224,30,19,11
24225,73,48,25
24226,6,5,1
24227,137,72,65
24228,38,24,14
24229,13,8,5
24230,21,15,6
24901,55,25,30
24902,13,8,5
34001,2,0,2
34003,4,3,1
34004,567,240,327
34005,91,39,52
34006,3,1,2
34009,2,0,2
34010,37,25,12
34011,20,11,9
34012,9,6,3
34015,0,0,0
34017,56,24,32
34018,10,5,5
34019,4,1,3
34020,4,3,1
34022,55,29,26
34023,615,329,286
34024,4,3,1
34025,1,1,0
34027,113,64,49
34028,10,5,5
34029,55,26,29
34031,0,0,0
34032,5,3,2
34033,0,0,0
34034,11,9,2
34035,10,8,2
34036,19,12,7
34037,14,11,3
34038,16,11,5
34039,1,1,0
34041,5,2,3
34042,15,6,9
34045,5,2,3
34046,2,1,1
34047,169,90,79
34048,4,3,1
34049,23,16,7
34050,9,5,4
34051,2,1,1
34052,4,2,2
34053,16,9,7
34055,20,14,6
34056,152,77,75
34057,16,11,5
34058,6,4,2
34059,36,22,14
34060,11,6,5
34061,2,1,1
34062,12,9,3
34063,6,3,3
34066,4,3,1
34067,9,6,3
34068,0,0,0
34069,245,137,108
34070,4,1,3
34071,7,4,3
34072,7,2,5
34073,15,7,8
34074,44,28,16
34076,22,15,7
34077,21,12,9
34079,121,53,68
34080,747,385,362
34081,5,1,4
34082,4,2,2
34083,157,76,81
34084,10,6,4
34086,11,5,6
34087,2,2,0
34088,11,7,4
34089,7,4,3
34091,5,1,4
34092,19,7,12
34093,4,2,2
34094,0,0,0
34096,1,0,1
34098,64,31,33
34099,3,2,1
34100,12,9,3
34101,5,3,2
34102,11,7,4
34103,4,3,1
34104,20,10,10
34106,2,2,0
34107,1,1,0
34108,58,32,26
34109,1,0,1
34110,7,6,1
34112,2,0,2
34113,1,0,1
34114,9,5,4
34116,2,2,0
34120,6753,3210,3543
34121,3,1,2
34122,6,3,3
34123,170,79,91
34124,3,2,1
34125,3,2,1
34126,22,14,8
34127,2,1,1
34129,17,12,5
34130,13,8,5
34131,2,2,0
34132,6,4,2
34133,7,4,3
34134,5,2,3
34135,21,11,10
34136,22,16,6
34137,0,0,0
34139,15,9,6
34140,5,4,1
34141,10,3,7
34143,11,8,3
34146,1,1,0
34147,11,7,4
34149,0,0,0
34151,8,4,4
34152,10,5,5
34154,4,2,2
34155,8,5,3
34156,1,0,1
34157,281,151,130
34158,22,13,9
34159,30,17,13
34160,16,9,7
34161,0,0,0
34163,2,2,0
34165,1,1,0
34167,5,2,3
34168,2,2,0
34169,43,23,20
34170,1,1,0
34171,74,45,29
34174,8,2,6
34175,5,4,1
34176,11,5,6
34177,17,8,9
34178,1,1,0
34179,0,0,0
34180,4,4,0
34181,52,34,18
34182,79,47,32
34184,5,4,1
34185,1,1,0
34186,0,0,0
34189,1,1,0
34190,3,1,2
34192,5,3,2
34196,7,2,5
34199,132,72,60
34201,12,6,6
34202,0,0,0
34204,1,0,1
34205,0,0,0
34206,57,33,24
34208,5,3,2
34210,2,1,1
34211,8,5,3
34213,3,3,0
34214,21,11,10
34215,9,5,4
34216,0,0,0
34217,92,43,49
34218,25,11,14
34220,9,6,3
34221,8,7,1
34222,4,1,3
34223,10,6,4
34224,3,2,1
34225,503,248,255
34227,0,0,0
34228,4,2,2
34229,3,3,0
34230,0,0,0
34231,8,5,3
34232,86,47,39
34233,9,8,1
34234,3,3,0
34236,7,5,2
34237,50,27,23
34238,15,7,8
34240,5,3,2
34241,1,1,0
34242,2,0,2
34243,23,15,8
34245,27,17,10
34246,4,4,0
34901,81,48,33
34902,3,2,1
34903,8,6,2
34904,25,14,11
37001,12,7,5
37002,19,16,3
37003,7,5,2
37004,1,1,0
37005,5,2,3
37006,10,8,2
37007,21,8,13
37008,564,266,298
37009,20,12,8
37010,51,27,24
37011,11,3,8
37012,12,7,5
37013,11,5,6
37014,93,57,36
37015,32,20,12
37016,51,25,26
37017,11,7,4
37018,10,3,7
37019,13,9,4
37020,38,20,18
37021,5,3,2
37022,32,15,17
37023,127,51,76
37024,2,0,2
37025,18,8,10
37026,14,9,5
37027,18,10,8
37028,7,4,3
37029,30,14,16
37030,6,3,3
37031,16,8,8
37032,78,43,35
37033,12,6,6
37034,4,2,2
37035,18,11,7
37036,6,5,1
37037,8,6,2
37038,84,42,42
37039,20,10,10
37040,64,29,35
37041,1,1,0
37042,1,0,1
37044,34,22,12
37045,2,1,1
37046,1688,663,1025
37047,5,2,3
37049,7,6,1
37050,1,1,0
37051,4,3,1
37052,19,7,12
37054,25,13,12
37055,4,3,1
37056,11,5,6
37057,19,3,16
37058,4,1,3
37059,6,5,1
37060,9,2,7
37061,16,10,6
37062,6,5,1
37063,2,0,2
37065,27,12,15
37067,225,96,129
37068,27,11,16
37069,120,62,58
37070,59,36,23
37071,3,1,2
37072,12,9,3
37073,41,20,21
37074,16,11,5
37077,21,11,10
37078,84,34,50
37079,3,2,1
37080,34,16,18
37081,123,65,58
37082,90,54,36
37083,23,10,13
37085,588,257,331
37086,4,0,4
37087,72,29,43
37088,14,6,8
37089,4,1,3
37090,4,2,2
37091,11,5,6
37092,170,75,95
37096,27,14,13
37097,5,4,1
37098,36,22,14
37099,8,7,1
37100,2,2,0
37101,7,4,3
37102,38,24,14
37103,41,14,27
37104,0,0,0
37106,16,7,9
37107,1588,735,853
37108,4,2,2
37109,19,9,10
37110,7,5,2
37112,14,7,7
37113,23,6,17
37114,3,2,1
37115,7,3,4
37116,2,2,0
37117,139,67,72
37118,21,11,10
37119,12,6,6
37120,8,3,5
37121,56,37,19
37122,14,5,9
37123,7,3,4
37124,13,8,5
37125,14,10,4
37126,1,0,1
37127,26,11,15
37128,20,12,8
37129,18,7,11
37130,10,8,2
37131,7,5,2
37132,32,20,12
37133,5,1,4
37134,22,10,12
37135,96,45,51
37136,50,23,27
37137,2,1,1
37138,26,4,22
37139,18,5,13
37140,83,52,31
37141,5,3,2
37142,44,16,28
37143,21,8,13
37144,32,18,14
37145,33,16,17
37146,4,2,2
37147,15,8,7
37148,32,18,14
37149,0,0,0
37150,0,0,0
37151,7,3,4
37152,41,25,16
37154,7,5,2
37155,8,4,4
37156,463,148,315
37157,8,8,0
37158,18,13,5
37159,2,2,0
37160,48,17,31
37161,8,3,5
37162,21,10,11
37163,6,3,3
37164,20,7,13
37165,3,0,3
37166,13,6,7
37167,2,1,1
37168,71,31,40
37169,21,10,11
37170,174,101,73
37171,38,14,24
37172,46,27,19
37173,133,75,58
37174,85,49,36
37175,51,28,23
37176,14,5,9
37177,24,13,11
