Codigo Municipio,Nº Conductores
47061,176
20034,2496
31094,76
12057,482
37126,17
49062,77
12058,28
06046,939
06047,587
06048,306
08076,12847
41040,6880
31095,65
37127,157
42080,97
14025,2167
42081,98
23032,397
11017,2343
14026,1425
40076,5149
17063,116
37128,153
34070,116
09122,35
19113,370
05072,53
09124,1073
34071,118
09123,18
45063,224
40077,585
19114,18
25081,268
43054,2357
08077,24951
22099,546
17064,281
17065,293
07020,2904
25082,162
31096,88
08078,188
45064,3187
19115,12
22102,143
22103,563
25088,68
08079,242
25085,118
31097,8481
07021,178
41041,7503
42082,5
29051,30980
44100,160
31098,1420
25086,422
25087,44
46120,710
26060,72
22105,89
36017,14565
45065,146
28055,624
19116,11
46121,76
09125,389
31099,48
31082,534
31084,1932
31085,377
48029,5661
48030,572
31100,218
31101,1110
26061,1150
31093,173
20035,368
31102,110
31103,41
50102,684
24070,3012
03067,52
22106,14
31104,1562
43055,1669
03068,28
22107,42
12059,146
17005,365
29052,115
49063,236
49064,304
50104,216
25089,55
38012,1221
43056,696
46122,2258
46123,1337
50106,54
50105,202
43057,20
07022,11175
04043,330
15035,9116
06049,642
49065,789
13040,609
14027,5758
18074,169
49066,242
49067,184
07023,2797
49068,247
44101,35
15036,44020
08134,540
43058,52
17066,24631
43059,152
12060,355
49069,144
50107,757
04044,1195
03069,2176
35008,4497
22109,171
15037,2617
31105,1414
04045,1168
17067,681
43060,2528
05073,242
25092,107
37129,165
08082,916
08081,242
46126,4227
17068,218
24071,707
27017,607
08083,1385
47062,111
50108,9
47063,74
26062,73
25093,561
03077,1200
04046,439
18076,645
44102,502
08084,871
27018,2453
46127,2413
46128,1274
08085,910
17069,243
19117,1264
13041,126
46124,610
17070,111
17071,938
31106,593
47064,15
09127,26
05074,564
22110,613
26063,71
25094,91
22111,104
17902,1241
12061,296
36018,2242
37130,114
07024,4549
03070,1726
44103,75
07025,350
17073,1550
36019,990
46125,716
44106,113
17074,411
30020,5158
48906,594
43061,22
27019,6777
44107,138
15038,1785
37131,113
22112,8708
50109,42
23033,1034
33023,2837
09128,58
08086,10520
50110,252
34072,130
42083,14
06050,2757
37132,186
43062,242
18078,552
16083,35
40078,149
16084,20
09129,56
44108,269
05075,42
28056,672
37133,47
10075,167
09130,65
09131,334
37134,139
40079,133
42084,20
40080,36
49075,90
49076,229
24073,372
09133,28
09132,128
49077,118
28057,936
34073,108
47065,621
05076,338
49078,111
29053,1541
27020,2276
38013,2242
16085,93
48035,270
40081,108
50111,138
09134,165
44109,75
34074,516
19118,8
13042,746
38014,1052
19119,77
50113,523
50114,67
44110,21
29054,34164
28058,106700
06051,951
13043,133
26064,1844
47066,837
45066,6177
02032,197
23034,1847
06052,2855
16086,739
29055,1211
37135,725
40082,96
06053,394
06054,4245
13044,1992
40083,57
40084,53
28059,3413
05077,124
47067,156
49079,68
14028,221
12063,29
14029,3037
14030,6712
18079,2574
30021,8771
47068,31
14031,423
02033,1586
02034,1167
42085,118
09135,31
42086,19
42087,27
09136,138
37136,392
21033,387
19120,70
49080,521
09137,120
19121,104
16087,142
16088,81
37137,63
09138,58
42088,53
19122,72
42089,21
19123,26
09139,44
16904,274
09140,105
19124,286
40086,573
42090,72
40087,73
40088,245
37138,143
46129,406
16089,311
44111,80
44112,371
41042,4692
12064,38
05078,99
37139,118
24074,80
50115,2749
50116,165
06055,1309
42092,35
34076,458
37140,630
49082,295
44113,64
34077,195
49081,1055
40089,202
49083,31
40091,60
44114,201
09141,509
49084,229
42093,27
40092,90
28060,1049
23035,683
16091,47
22113,338
25096,789
25097,67
31107,1615
31108,1566
02031,405
08080,17
25908,136
44105,45
16092,107
18905,9962
20038,316
03072,236
12065,106
20037,85
08090,106
19125,23
37141,108
28061,17730
31109,1331
21034,889
09143,18
26065,40
48036,17817
48037,502
49085,680
18082,743
43063,507
26066,205
37142,362
37143,253
37144,278
10076,733
04048,1401
09144,29
40093,53
05079,21
37145,175
47069,84
05080,34
37146,48
49086,82
49087,299
08087,115
26067,10
31110,55
50117,67
50118,1730
31111,42
44115,79
19127,56
19126,1384
48038,905
49088,50
43064,1809
46131,44794
16093,55
38015,2759
38016,795
48039,176
31112,69
06056,263
43065,329
10077,440
37147,146
37148,324
40094,265
45068,76
37149,48
31113,75
44116,61
28062,200
05081,16
10079,605
10078,251
10080,236
28063,165
10081,99
43066,127
06057,279
24076,685
31115,123
42094,317
08088,9192
17076,105
17077,502
17075,253
41043,460
06058,1578
10082,1168
04049,4143
10083,53
31114,277
28064,100
16094,59
19129,10
11018,1162
10084,769
03071,3638
48040,1068
47070,18
29056,908
48041,555
46130,739
25098,132
05082,346
08089,25106
20907,76
44117,244
37150,27
12067,431
08091,3832
50119,692
41044,5433
49090,124
05083,124
29057,209
31116,53
46132,1824
17078,220
41045,3710
47071,323
45069,1438
48046,9837
46133,273
28065,87737
20039,1593
48044,50518
21035,6338
33024,152902
05085,25
05084,24
41046,2312
46134,1698
25912,772
05086,65
26068,66
44118,142
41047,7771
43067,503
02035,1342
17079,57934
08092,3210
08093,23
22114,3
48047,117
18083,128
43068,458
46135,7858
46136,1835
50120,36
31117,517
42095,1297
25099,1074
02036,58
37151,122
17080,127
37152,292
32033,413
40095,438
36021,9223
18085,522
18086,289
24077,175
48042,1043
10085,168
24078,264
03073,134
48043,3213
42097,21
05087,77
50121,204
33025,6241
31118,100
24079,542
33026,6108
22115,289
16095,69
16096,232
24080,128
40097,110
18087,148702
21036,90
08094,1249
25101,450
38017,19815
21037,316
33027,564
05088,15
08095,31
25102,626
46137,206
49091,160
03074,1325
06059,1247
10086,225
14032,281
08096,33572
49092,81
25103,92
25105,100
25104,89
13045,494
43069,142
22117,2114
11019,1249
22116,1177
26069,191
44119,72
09148,68
34079,1008
09149,24
50122,20
50123,312
28066,5698
36022,7348
26070,129
18088,1064
19130,48749
44120,99
41048,1506
14033,873
28067,3019
13046,460
10087,1179
45070,1066
28068,7963
46139,3832
46138,258
18089,10952
37154,83
18906,568
08097,782
18093,2117
17081,230
38018,3272
36023,6560
46140,162
03076,6829
23038,2227
45071,1318
08099,586
34080,4637
06060,4167
29058,965
49093,204
23039,1422
34081,35
32034,821
31120,233
43070,220
10088,117
10089,897
10090,320
10091,227
37155,46
14034,214
37156,3453
41049,6134
17082,241
25109,179
25903,155
31121,50
05089,305
25110,2870
27022,3596
25111,72
09151,337
09152,219
27023,1802
08100,1815
39030,1521
22119,978
24081,89
05090,65
38019,9867
04047,1593
35009,14216
45067,1975
46902,232
23037,345
04050,472
18084,3412
42096,214
25100,118
44121,46
18094,1256
31119,26
18095,1386
48045,3453
38020,10206
06061,799
09154,95
01056,185
26071,6070
35010,2579
09155,22
39031,951
06062,317
02037,17812
16097,113
19132,15
19133,70
12068,35
26072,217
13047,4615
45072,450
10092,189
37157,47
37158,129
37159,38
39032,1119
38021,882
49094,137
20040,11167
05092,118
20041,247
10093,267
05093,286
26073,65
41050,3815
10094,158
50124,300
34083,1374
42098,8
34084,101
06063,1955
02038,202
05094,112
10095,205
45073,200
19134,10
39033,388
16098,470
47073,95
10096,2261
26074,73
19135,41
10097,48
23041,394
06064,590
21038,729
05095,160
06065,211
06066,1010
06067,1243
12069,14
02039,737
46141,276
05096,27
19136,14
49095,227
10098,196
21039,215
23042,197
21040,2324
37160,366
44123,85
45074,199
42100,18
14035,4269
06068,355
16099,151
13048,321
16100,587
31256,116
28069,12
19138,176
16101,105
10099,477
19139,17
20036,10366
03078,510
16102,983
40099,34
40100,220
45075,45
40101,643
09159,45
16103,186
09160,60
16104,37
19142,194
34086,72
09162,74
09164,107
09163,434
05097,322
28070,70
05099,409
13049,532
37161,73
16106,2207
37162,149
28071,28
19143,1272
09166,71
45076,352
26075,278
26076,106
06069,2125
14036,3049
05100,196
26077,3
34087,54
47074,100
09167,41
23043,301
26078,49
09168,215
43071,770
19145,27
09169,51
24082,659
08101,115218
08162,1420
17083,2490
37163,17
02040,346
09170,134
28072,4331
05102,1293
05101,131
05103,37
10100,470
05106,15
05104,15
05105,238
22122,31
44124,50
22908,125
31122,3308
45077,410
23044,3355
21041,85437
16108,40
19146,7
37164,188
09173,87
16110,70
09174,575
45078,946
16111,128
19148,21
22124,146
40103,96
23045,1629
44125,40
22125,32149
16112,1053
19150,89
09175,94
19151,834
28073,9625
29059,1931
09176,40
05107,36
34088,143
04051,309
10101,118
18096,245
16107,38
18097,658
04052,9048
04053,10725
26079,559
16109,21
09172,66
19147,38
18098,4638
18099,1144
18100,6083
18101,7507
41051,1375
34082,59
44122,1099
10102,354
31124,136
20042,2714
48048,365
50125,250
09177,827
03079,14878
33028,871
22126,42
09178,27
23046,1667
38022,13754
20043,1478
31259,362
26080,391
09179,24
09180,92
44126,280
45079,198
48094,2607
22127,379
08102,23148
29060,430
31125,205
24083,744
20044,247
22128,113
36901,2506
19152,428
33029,243
04054,203
33030,646
45081,12412
18102,6198
50126,1813
45080,3
31126,284
07027,16936
27024,1096
35011,16571
16113,2663
19153,12
04055,227
19154,31
31127,112
32035,830
15039,923
23047,1052
37165,20
19155,22
20045,36357
20046,934
01027,352
31904,1030
01901,1872
31128,268
09181,221
21042,10930
41902,3303
25115,692
48049,415
29061,734
50128,18
22129,151
17084,119
34089,114
09182,58
18103,439
20047,388
37166,136
40104,187
31129,338
31130,235
48910,2071
25113,1043
25112,209
25114,93
31131,687
31132,101
24084,106
31133,29
18105,3746
29062,417
23048,601
14037,2651
48050,165
44127,33
23049,1246
21043,1334
22130,7782
03080,1114
19156,870
17085,237
46142,539
26081,11
49096,111
23051,1834
12070,469
50129,149
46144,483
10103,290
09183,17
09184,3
10105,1888
10104,4213
10106,72
50130,285
44128,38
22131,64
44129,24
50131,142
31134,130
31135,53
18107,721
23050,68529
11020,128430
06070,5753
18108,547
10107,705
18109,405
03083,4658
23052,778
11021,5588
29063,175
19157,26
24086,176
17086,1884
08103,492
44130,14
02041,277
44131,12
25910,61
50132,532
40105,35
40106,134
29064,365
17087,210
30022,13609
18111,2030
05108,18
25118,312
25119,1982
09189,86
09190,70
09191,18
09192,24
31136,354
49097,44
18112,66
37167,93
03082,13639
12071,927
23053,6207
29065,80
48022,1681
48907,252
01019,111
01020,237
40107,80
01028,831
13050,379
22133,97
10108,94
45082,854
34091,84
50133,46
01030,105
01031,920
44132,26
24087,567
26082,61
40108,73
47076,13965
24088,888
16115,26
16116,40
37168,287
26083,128
23040,1028
31138,717
22135,134
22136,649
36024,12649
36025,1259
39034,184
31139,99
22137,862
01032,403
16117,869
48051,131
05109,321
42103,424
50134,69
47077,220
33031,23669
40109,63
18116,1881
34092,239
01902,541
18117,358
41052,2434
31140,84
05110,508
44133,16
06071,161
22139,52
31141,82
01033,518
15041,7339
26084,5283
39035,7129
32038,287
04056,50
48052,1174
31142,1271
31143,76
20048,136
31144,809
37169,137
23054,271
20902,10339
22141,88
22142,103
22143,145
22144,154
40110,247
40111,30
40112,2172
01036,11064
48053,791
33032,8386
15040,2170
50135,73
45083,277
32039,872
31145,143
20049,3348
20050,267
31146,25
41053,17222
50138,27
50137,695
18119,1183
19159,55
16118,1101
37170,1119
26086,9
34094,40
37171,329
16119,127
28074,98612
31147,67
31148,69
20051,5233
20052,921
01058,1101
20068,146
48054,17922
32040,980
31149,2040
26087,133
48057,3938
31908,560
48055,1867
48056,632
33033,6979
18120,159
31150,105
21044,13256
31151,45
09194,1528
31152,1169
25121,513
31153,1786
02042,587
50139,177
01034,118
26088,21
48081,1604
20053,3640
02043,971
31154,163
24089,83173
30023,2849
44135,82
42105,32
44136,32
39036,757
45084,1726
39038,1038
23055,33653
21045,158
44137,153
37172,504
25122,1671
50140,85
50141,58
20054,398
31156,174
31155,189
39037,1490
02044,783
08104,565
25123,100
25124,111
17088,387
08105,7082
17089,4891
24092,615
17090,467
17091,350
33035,8813
46154,665
33036,8294
09195,33
47079,48
38024,10945
05113,38
13904,391
17092,2869
25125,332
46155,794
25126,171
44141,119
25120,75114
06073,520
06074,3351
17093,791
25127,158
25128,62
08106,5530
08107,9462
08108,4409
43072,58
25129,173
46151,588
46152,53
46153,345
46156,1672
43073,51
43074,1355
17095,18123
07028,716
46157,2512
12074,577
07029,3504
17096,146
07030,1408
07031,19274
46150,1605
08109,158
03085,399
46147,12360
17094,714
22149,201
32041,405
50142,19
32042,1076
18121,58
06072,1635
31157,2856
28075,4040
10109,1161
26089,86058
48903,1438
18122,13103
34903,149
34096,26
45085,1130
47078,126
50143,399
50144,14
23056,2270
22150,238
41054,501
41055,11609
19160,782
30024,51528
03084,436
46148,874
30025,4265
46149,264
40113,357
49098,132
49099,44
10110,1766
05112,51
22151,59
44138,53
42106,3
27027,1792
15042,2423
28076,256
28901,480
49100,149
04059,790
04060,234
14038,24181
50146,142
12072,908
21046,1359
50147,641
13051,231
24090,150
45086,333
12073,88
49101,103
39039,374
50148,182
50149,7
27028,62703
18123,170
41056,3201
31159,815
37173,1071
26091,60
50150,498
50151,397
19161,149
22905,217
23057,526
14039,1816
31160,76
24091,316
19162,40
31248,233
19163,19
18115,1768
27026,1755
04057,942
50136,348
04058,251
11022,33652
31158,171
04061,462
18124,268
04062,3418
46158,685
32043,1773
37175,330
29066,254
37174,721
28078,23
49102,130
40115,62
17097,150
28079,1635666
49103,306
45087,6557
10111,1015
05114,1076
09196,91
10112,1134
09197,84
02045,2960
37176,70
10113,1648
41057,173
50152,1158
05115,423
06075,318
50153,653
24093,171
34098,610
42107,33
06076,574
45088,1683
09198,63
49104,200
02046,809
25133,603
44142,6
50154,78
49105,103
41058,12668
41059,25192
17098,253
28080,39387
10114,765
16121,156
19165,31
42108,8
19167,77
13052,5070
18126,1154
50155,41
06077,252
25130,182
50156,208
08110,10523
08111,200
48058,802
50160,2082
37178,49
05116,64
10115,2593
06078,374
10116,2744
15043,4123
45089,1091
50159,565
49107,91
50157,238
05117,164
09199,63
09200,17
09201,17
07033,24259
37179,149
05118,54
23058,6442
06079,450
50161,62
09202,18
07034,777
19168,173
49108,305
49109,460
29068,5101
46159,17656
05119,8
26092,72
08112,11886
34099,40
08113,42400
26093,29
24094,1116
24095,209
19169,17
34100,97
46160,1604
49110,186
49112,75
49111,63
13053,10993
26094,48
28082,3950
32044,551
45090,266
44143,296
21047,1384
47080,35
37180,36
45091,287
50162,88
18127,12295
19170,92
40903,52
40118,40
24096,59
31162,37
29069,71958
10117,144
18128,206
19171,3419
41060,11624
31163,1668
34101,38
43075,69
08242,168
07035,1298
16122,176
39040,3537
41061,1688
46161,1081
21048,224
45092,131
48060,2991
05120,15
23059,4476
50902,9
07036,21625
45093,75
37181,130
05121,163
37182,59
08114,14537
08115,3260
23060,13701
41062,1773
37183,270
44144,268
40119,141
40120,144
40121,242
05122,88
40122,360
48061,616
47081,45
43076,352
04063,953
50163,2629
36026,15564
43077,379
44145,868
17100,177
45094,294
43078,675
16123,47
02047,46
19172,39
32045,1729
08116,498
08117,2106
43079,292
08118,13735
43081,381
08119,4739
43082,298
46162,968
25131,365
46163,1460
46164,9255
46165,5469
17101,490
25132,103
37184,172
43080,194
10118,205
40124,194
37186,60
44146,164
12075,103
45095,538
40123,132
08120,5802
24097,157
42110,47
24098,795
42111,200
24099,121
38025,4433
47082,606
19173,39
08121,66899
12076,54
49113,137
47083,73
37187,393
49114,17
40125,55
19174,94
26095,68
37188,146
49115,117
47084,866
44147,351
45096,798
19175,14
15045,3290
34102,171
30026,15633
39041,1477
19176,149
34103,72
09206,46
17102,429
17103,3978
37177,160
48059,327
31161,234
15044,965
07032,17169
36027,3901
09208,132
28083,7028
06080,1448
50164,280
05123,57
06081,744
09209,3280
47086,2601
47085,12248
11023,6761
42113,428
05124,55
39042,4621
08122,1255
19177,47
26096,185
47087,278
19178,24
27029,1104
36028,3338
45097,756
28084,12383
47088,74
47089,128
09211,1052
49116,248
34104,199
46166,6476
15046,4513
52001,37697
40126,59
32046,802
40127,30
37189,25
13054,4153
19179,33
10119,338
45098,1848
20901,971
48062,229
31165,2310
31166,212
48063,261
31167,699
34106,77
06082,287
05125,30
23061,5437
25134,555
50165,1539
17099,39
32047,1201
07037,2377
09213,217
09214,479
09906,765
09215,266
09216,224
09217,234
39043,1044
10120,61
16124,1491
05126,38
45100,122
50166,169
13055,400
15047,1912
31168,152
50167,151
44148,71
32048,546
48064,447
10121,6293
50168,21
49117,329
34107,52
50169,239
19181,33
39044,2915
39045,209
17105,23585
19182,13
37190,85
07902,745
45101,3147
13056,8021
40128,97
05127,479
29070,31856
31169,1782
09218,269
37191,54
19184,56
10122,115
46167,267
03086,79
49118,157
19183,42
43083,99
21049,2492
02048,1033
16125,1404
05128,263
16126,622
10123,370
19186,47
28085,2841
31170,19
25135,911
19187,42
46168,1231
44149,87
31171,559
37192,200
09219,21221
37193,251
06084,792
09220,46
43084,507
44150,18
05130,48
05131,62
05129,74
46169,24985
15048,3162
42115,33
42116,24
19185,10
36029,12207
45102,2873
19188,28
29071,608
18132,2601
09221,359
15049,924
37194,134
46170,2699
21050,9938
35012,8279
10124,531
45103,235
19189,126
08138,3257
47090,1928
04903,4680
04064,2905
49119,165
28086,3836
41063,1859
49120,39
19190,2126
30027,37828
24100,466
02049,570
37195,31
44151,146
42117,99
28087,2364
08123,14196
39046,1014
25137,7881
17106,108
08124,28930
29072,2676
17107,226
25136,90
18133,1590
05132,580
42118,14
49121,264
18134,4446
19191,10
09223,20
09224,122
47091,43
46171,13142
09225,49
12077,3142
29073,1058
36030,2906
36031,276
27030,2779
19192,1437
50170,288
22155,53
06085,2302
50171,11
49122,552
15050,1424
22156,198
37196,38
27031,11681
44152,34
03088,4069
08128,432
08127,1660
37198,131
37197,57
50172,130
44153,1495
16128,47
31172,268
10125,603
44154,256
37199,97
05133,20
43091,69
17110,1362
43092,6019
17109,603
16129,79
16130,416
44155,843
14040,2781
02050,37
49123,329
12079,230
22157,156
19193,20
46173,1180
43086,4286
43088,1383
08125,18223
08130,80
31173,679
16131,79
42119,131
44156,37
47092,89
02051,1261
45104,324
32049,529
18135,3620
10127,3563
29074,508
37200,114
40129,143
28088,142
40130,76
42120,76
18136,1314
41064,4180
25139,332
14041,2334
47093,596
37201,152
06086,778
42121,36
50173,67
44157,23
32050,1624
27032,2313
40131,44
37202,709
09226,26
06087,1454
37203,72
46174,814
45105,223
03903,2122
08131,524
25140,569
43089,193
25138,469
08126,6233
13057,898
06088,9677
14042,14475
18137,708
46175,372
23062,998
08132,344
08133,94
43090,760
08135,5304
25142,318
25141,85
09227,94
25143,51
08136,9232
14043,5666
46176,1412
08137,218
46172,3344
14044,1231
07038,1731
12078,181
10126,1000
50174,44
22158,9797
34108,385
03089,7626
45106,6152
44158,997
09228,122
13058,3090
40132,25
47094,91
49124,197
18138,1943
10128,4577
28089,2749
47095,18
05134,33
49126,163
49125,994
47096,108
49128,386
49129,678
49130,122
49127,1574
49131,178
28090,6224
37204,193
50175,726
50176,164
28091,3807
30028,5434
19194,42
34109,43
36032,2777
10129,265
33038,1669
01039,161
43095,2051
12080,1585
18909,377
19195,30
31174,86
43096,51
06089,430
49132,219
49133,196
48066,267
14045,2358
37205,100
37207,116
37208,48
50178,210
50177,214
37206,66
42123,128
41065,17056
36033,9911
44159,34
44160,378
16132,25
16133,3740
47097,223
16134,3565
02052,289
18140,34158
16135,4485
50179,142
40134,597
50180,54
37209,257
47098,430
47099,107
19196,69
34110,63
50181,707
50182,2194
49134,105
49135,369
31175,32
49136,217
15051,3404
30029,9617
48068,970
02053,2481
48069,10059
44161,362
26098,65
48007,258
08129,324
50183,218
08139,123
27033,488
31176,2460
30030,260686
50184,62
24101,202
47100,101
42124,26
42125,34
31177,203
50185,59
26099,1020
31178,422
31179,403
03091,239
07039,4467
26100,32
03092,5630
26101,14
15053,6071
33039,1020
18141,290
48908,181
31180,159
46177,3561
48071,4308
20057,143
20056,2878
03090,12969
48067,928
15052,3366
32051,689
05135,310
05136,55
05138,245
05139,60
05140,89
40135,215
05141,66
05142,74
05143,39
40136,94
29067,330462
19166,123
31164,422
45099,2722
06083,33168
43093,3297
43094,1884
28092,111293
48909,117
04065,175
42127,30
26103,573
25145,57
45107,2673
16137,36
05145,24
05144,48
42128,23
37211,116
05149,92
05147,142
05148,8
15054,23554
25025,836
33040,3381
05152,574
37213,51
37214,74
40138,1723
45108,296
09229,138
06090,686
37215,101
05153,65
47101,1206
21051,176
37212,72
05151,38
28093,1499
10130,1258
05154,21
05155,25
40139,207
45109,2348
05156,152
12081,334
26104,7
22160,143
05157,102
28094,550
28095,1078
28096,12336
45110,1223
42129,528
37216,220
40140,72
40141,688
05158,245
37217,29
10131,10526
45111,13
45112,1389
05159,140
05160,181
05161,484
05162,37
13059,119
45113,1184
05163,1144
10132,250
06091,2573
37218,32
45114,277
05164,8
08140,3907
50186,28
40142,36
40143,52
40144,10
01041,129
05165,275
37219,91
28097,53
05166,103
26105,1682
05167,120
46179,1791
09230,27
13060,171
19197,6
02054,307
41066,988
40145,832
40904,244
40146,218
23063,2757
10133,815
05168,2855
28099,1261
31181,84
37221,263
17111,678
05169,144
05170,34
10134,383
33041,6018
27034,719
49137,124
08141,3764
25146,181
31182,22
09231,48
15055,3605
19198,10
15056,4227
37222,57
27035,70
09232,79
05171,38
42130,42
29075,10916
02055,792
21052,3094
26106,30
18903,424
36034,2377
21053,2394
40148,195
26107,61
36035,11277
18143,598
50187,31
05172,90
23064,1055
45115,1914
24102,393
45116,568
27037,803
34112,33
06092,401
32052,1177
44163,56
44164,17
44165,100
15057,9578
39047,1488
42131,38
45117,493
50188,9
50189,571
33042,3016
08142,99
43097,277
22162,78
50190,517
03093,16532
46180,555
42132,105
50191,410
45118,1466
31088,3963
03094,7470
22163,328
14046,3453
47102,212
28100,3579
50193,511
12082,8167
43098,277
45119,2685
50192,213
45120,76
10135,706
26102,4837
46178,3002
04066,13686
18144,474
31183,535
14047,872
44167,24
45121,4861
19199,13
31185,303
26109,42
31184,53
26108,126
31186,238
25148,114
44168,127
24103,114
17112,161
18145,8486
04067,297
36036,2075
20063,6490
31187,88
26110,105
44169,254
05173,35
29076,1579
30031,296
01042,682
20058,619
31188,149
31189,997
44171,118
34113,18
15058,20649
31190,26
08146,1076
08147,12980
25149,1153
44172,188
25150,112
31191,2169
25151,499
46181,15515
06093,2935
06094,1052
10136,160
35014,8549
19200,41
41067,5442
47103,207
16139,228
08148,1839
06095,6711
26111,201
46183,5049
31194,219
19201,26
19202,7
16140,7
28101,145
16141,94
16142,86
16143,13
09235,100
47104,2229
37223,60
49138,140
09236,20
47105,133
34114,164
47106,35
44173,76
46182,685
12083,81
40149,433
08149,771
17114,21837
25152,114
04068,46
04069,3826
08144,571
22164,21
11024,4911
50194,57
08145,2139
45122,4431
31192,123
24104,168
25153,165
25154,83
42135,33
12084,14507
03095,4061
48073,4773
03096,4865
46184,23647
22165,364
02056,1346
45123,2695
24105,1109
33043,468
09239,36
03097,1163
37224,132
31195,123
09241,127
31196,18
05174,37
50195,18
18146,754
23065,1027
15059,8515
19203,9
17115,235
20076,5316
19204,91
40150,31
06096,154
06097,1768
20905,110
50196,53
20060,68
25155,547
45124,1628
04070,1271
03099,39728
44174,282
20061,3010
08151,428
31906,1717
20062,849
31198,28
45125,1585
12085,4255
15060,4373
38026,23493
31199,73
48075,1406
08152,105
31211,21
44175,94
26112,158
40151,61
40901,304
15061,4802
48083,4797
28102,400
03098,383
50197,32
08150,196
31197,38
25156,552
16145,367
50198,9
24106,116
50199,219
05175,104
17116,307
34116,34
34901,909
02057,1714
22167,457
25157,145
41068,10124
31200,604
45126,197
49139,87
40152,643
46185,312
48072,725
18148,579
32054,71049
27038,639
27039,3041
15062,4914
33044,128178
01043,1869
32053,878
09238,490
20059,6671
08154,604
15064,1659
32055,863
05176,164
09242,49
09243,62
32056,1060
09244,17
15065,5719
18150,5070
04071,214
46186,13956
40154,12
05177,99
37225,77
49141,250
24107,179
16147,39
16146,53
05178,275
09246,444
24108,254
09247,15
49143,159
37226,89
49142,130
24109,671
41069,21856
37228,248
08155,5452
17117,13423
17118,10646
12087,15
27040,2027
25158,1342
17119,71
17121,194
17120,673
08156,9163
47109,107
40155,2656
09248,26
09249,45
34120,48387
37229,84
14048,825
34121,144
43100,2507
08157,6522
43099,232
08905,1181
46187,1026
07040,222096
21054,5714
14049,12867
35016,200256
46188,538
22168,14
17123,295
44176,125
46189,363
16148,447
41070,4207
06098,426
45127,595
16149,106
10137,262
21055,5464
17124,1534
18151,167
09250,191
31201,114308
09251,294
44177,75
50200,366
22170,406
45128,1972
27041,1655
05179,177
08158,2356
16150,74
28104,8749
50201,328
50202,89
37230,155
37231,160
32057,222
41071,4217
27042,1231
37232,322
29077,85
03100,543
09253,55
17125,90
19209,27
16151,38
45129,57
34123,1260
19210,20
19211,288
08159,10916
28106,53892
17126,271
16152,18
06099,711
05180,61
44178,36
33045,3021
47110,313
45130,211
04072,284
09255,23
20064,8019
10138,328
05181,21
38027,4199
43101,80
37233,24
27044,2381
19212,522
50203,845
46190,36496
11025,3130
21056,2049
02058,196
04073,141
28107,276
17128,289
12088,26
21057,607
34124,46
37234,215
36037,1852
26113,10
43102,353
23066,3233
04074,2100
16153,713
27045,736
47111,702
47112,2110
46191,1534
49145,83
40156,203
37235,143
34125,55
19213,49
03101,4597
41072,3025
17129,113
28108,2255
14050,1756
05182,511
18152,558
13061,4851
05183,90
14051,947
50204,2102
09256,263
34126,205
09259,138
09258,118
09257,83
47113,98
50205,43
37236,119
37237,216
37238,80
26114,35
10139,61
37239,137
41073,1207
16154,4415
23067,1626
03102,6608
49146,222
05184,144
37240,582
45131,166
37241,114
37242,32
28109,1160
40157,20
49147,202
49148,117
18153,6746
39048,1328
25164,318
03103,179
12089,3652
45132,1556
49150,71
17130,272
44180,32
08160,246
43103,661
09262,114
16155,446
17132,1055
10140,902
10141,147
06101,320
16156,50
44181,37
37248,77
37249,39
19216,77
34127,83
28110,1417
44182,162
10142,555
22174,370
22175,144
31202,3516
22176,116
19217,14
25165,210
24112,93
22177,68
50206,337
49151,441
32058,3114
43104,1737
49152,312
37250,191
29079,1796
49153,106
34904,222
37251,85
40158,14
32059,912
22178,77
39050,180
10143,85
10144,647
33048,89
39051,32
47116,282
16157,154
31203,12
07041,1843
03104,21090
46192,597
32060,637
18154,708
28111,425
37243,55
37244,78
01044,157
47114,3071
41074,2376
47115,227
22172,365
05185,63
06100,558
19215,98
19214,43
33046,305
33047,843
37245,192
37246,3391
09261,298
37247,146
44179,297
14052,7009
39049,163
22173,158
02060,653
02059,174
49149,267
46193,6701
46194,11858
16158,426
13062,422
13063,2621
49155,73
05186,1193
05187,1245
31204,35
10145,91
50207,76
08161,8494
03902,9168
41075,7525
46195,1697
43105,127
33049,4599
50208,1444
12090,68
38901,368
18910,461
16159,172
40159,104
40160,92
16160,31
09266,51
08163,14225
09267,72
37252,50
43106,683
25166,131
46196,108
19218,32
09268,52
09269,23
19219,4
49156,153
42139,17
28112,84
09270,90
26115,7
37253,97
49157,98
34129,122
15066,2907
10146,957
18157,916
18158,7809
50209,1981
50210,20
28113,23376
25167,185
03105,4362
10147,835
19220,1727
19221,23
16161,45
43107,298
22181,51
44183,45
37254,133
31205,280
29080,4956
37255,36
39052,13069
09265,14
34130,154
47117,227
47118,108
47119,59
49158,145
32061,749
28114,77
43108,1361
08164,704
22182,246
03106,453
17133,1178
17134,153
25911,379
10148,24492
50211,193
10149,298
50212,21
50213,34
48077,2541
30032,2277
44184,10
25168,423
12093,99
08165,1373
25169,135
46199,4205
08166,732
43109,1342
43110,234
43111,1601
25171,1836
46202,12593
46200,1627
46203,2933
12094,645
07044,8131
34131,54
34132,87
34133,64
24113,318
49160,29
49159,184
13064,1065
03901,1010
19222,74
44185,77
43112,208
32063,1490
27047,1233
15067,5885
36041,10430
