Nombre Provincia,Codigo Provincia,Nombre Municipio,Codigo Municipio
Burgos,09,Pinilla Trasmonte,09270
Burgos,09,Poza de la Sal,09272
Burgos,09,Prádanos de Bureba,09273
Burgos,09,Pradoluengo,09274
Burgos,09,Presencio,09275
Burgos,09,"Puebla de Arganzón, La",09276
Burgos,09,Puentedura,09277
Burgos,09,Quemada,09279
Burgos,09,Quintana del Pidio,09281
Burgos,09,Quintanabureba,09280
Burgos,09,Quintanaélez,09283
Burgos,09,Quintanaortuño,09287
Burgos,09,Quintanapalla,09288
Burgos,09,Quintanar de la Sierra,09289
Burgos,09,Quintanavides,09292
Burgos,09,Quintanilla de la Mata,09294
Burgos,09,Quintanilla del Agua y Tordueles,09901
Burgos,09,Quintanilla del Coco,09295
Burgos,09,Quintanilla San García,09298
Burgos,09,Quintanilla Vivar,09301
Burgos,09,"Quintanillas, Las",09297
Burgos,09,Rabanera del Pinar,09302
Burgos,09,Rábanos,09303
Burgos,09,Rabé de las Calzadas,09304
Burgos,09,Rebolledo de la Torre,09306
Burgos,09,Redecilla del Camino,09307
Burgos,09,Redecilla del Campo,09308
Burgos,09,Regumiel de la Sierra,09309
Burgos,09,Reinoso,09310
Burgos,09,Retuerta,09311
Burgos,09,Revilla del Campo,09314
Burgos,09,Revilla Vallejera,09316
Burgos,09,"Revilla y Ahedo, La",09312
Burgos,09,Revillarruz,09315
Burgos,09,Rezmondo,09317
Burgos,09,Riocavado de la Sierra,09318
Burgos,09,Roa,09321
Burgos,09,Rojas,09323
Burgos,09,Royuela de Río Franco,09325
Burgos,09,Rubena,09326
Burgos,09,Rublacedo de Abajo,09327
Burgos,09,Rucandio,09328
Burgos,09,Salas de Bureba,09329
Burgos,09,Salas de los Infantes,09330
Burgos,09,Saldaña de Burgos,09332
Burgos,09,Salinillas de Bureba,09334
Burgos,09,San Adrián de Juarros,09335
Burgos,09,San Juan del Monte,09337
Burgos,09,San Mamés de Burgos,09338
Burgos,09,San Martín de Rubiales,09339
Burgos,09,San Millán de Lara,09340
Burgos,09,San Vicente del Valle,09360
Burgos,09,Santa Cecilia,09343
Burgos,09,Santa Cruz de la Salceda,09345
Burgos,09,Santa Cruz del Valle Urbión,09346
Burgos,09,Santa Gadea del Cid,09347
Burgos,09,Santa Inés,09348
Burgos,09,Santa María del Campo,09350
Burgos,09,Santa María del Invierno,09351
Burgos,09,Santa María del Mercadillo,09352
Burgos,09,Santa María Rivarredonda,09353
Burgos,09,Santa Olalla de Bureba,09354
Burgos,09,Santibáñez de Esgueva,09355
Burgos,09,Santibáñez del Val,09356
Burgos,09,Santo Domingo de Silos,09358
Burgos,09,Sargentes de la Lora,09361
Burgos,09,Sarracín,09362
Burgos,09,Sasamón,09363
Burgos,09,"Sequera de Haza, La",09365
Burgos,09,Solarana,09366
Burgos,09,Sordillos,09368
Burgos,09,Sotillo de la Ribera,09369
Burgos,09,Sotragero,09372
Burgos,09,Sotresgudo,09373
Burgos,09,Susinos del Páramo,09374
Burgos,09,Tamarón,09375
Burgos,09,Tardajos,09377
Burgos,09,Tejada,09378
Burgos,09,Terradillos de Esgueva,09380
Burgos,09,Tinieblas de la Sierra,09381
Burgos,09,Tobar,09382
Burgos,09,Tordómar,09384
Burgos,09,Torrecilla del Monte,09386
Burgos,09,Torregalindo,09387
Burgos,09,Torrelara,09388
Burgos,09,Torrepadre,09389
Burgos,09,Torresandino,09390
Burgos,09,Tórtoles de Esgueva,09391
Burgos,09,Tosantos,09392
Burgos,09,Trespaderne,09394
Burgos,09,Tubilla del Agua,09395
Burgos,09,Tubilla del Lago,09396
Burgos,09,Úrbel del Castillo,09398
Burgos,09,Vadocondes,09400
Burgos,09,Valdeande,09403
Burgos,09,Valdezate,09405
Burgos,09,Valdorros,09406
Burgos,09,Vallarta de Bureba,09408
Burgos,09,Valle de las Navas,09904
Burgos,09,Valle de Losa,09908
Burgos,09,Valle de Manzanedo,09409
Burgos,09,Valle de Mena,09410
Burgos,09,Valle de Oca,09411
Burgos,09,Valle de Santibáñez,09902
Burgos,09,Valle de Sedano,09905
Burgos,09,Valle de Tobalina,09412
Burgos,09,Valle de Valdebezana,09413
Burgos,09,Valle de Valdelaguna,09414
Burgos,09,Valle de Valdelucio,09415
Burgos,09,Valle de Zamanzas,09416
Burgos,09,Vallejera,09417
Burgos,09,Valles de Palenzuela,09418
Burgos,09,Valluércanes,09419
Burgos,09,Valmala,09407
Burgos,09,"Vid de Bureba, La",09422
Burgos,09,"Vid y Barrios, La",09421
Burgos,09,Vileña,09423
Burgos,09,Villadiego,09427
Burgos,09,Villaescusa de Roa,09428
Burgos,09,Villaescusa la Sombría,09429
Burgos,09,Villaespasa,09430
Burgos,09,Villafranca Montes de Oca,09431
Burgos,09,Villafruela,09432
Burgos,09,Villagalijo,09433
Burgos,09,Villagonzalo Pedernales,09434
Burgos,09,Villahoz,09437
Burgos,09,Villalba de Duero,09438
Burgos,09,Villalbilla de Burgos,09439
Burgos,09,Villalbilla de Gumiel,09440
Burgos,09,Villaldemiro,09441
Burgos,09,Villalmanzo,09442
Burgos,09,Villamayor de los Montes,09443
Burgos,09,Villamayor de Treviño,09444
Burgos,09,Villambistia,09445
Burgos,09,Villamedianilla,09446
Burgos,09,Villamiel de la Sierra,09447
Burgos,09,Villangómez,09448
Burgos,09,Villanueva de Argaño,09449
Burgos,09,Villanueva de Carazo,09450
Burgos,09,Villanueva de Gumiel,09451
Burgos,09,Villanueva de Teba,09454
Burgos,09,Villaquirán de la Puebla,09455
Burgos,09,Villaquirán de los Infantes,09456
Burgos,09,Villarcayo de Merindad de Castilla la Vieja,09903
Burgos,09,Villariezo,09458
Burgos,09,Villasandino,09460
Burgos,09,Villasur de Herreros,09463
Burgos,09,Villatuelda,09464
Burgos,09,Villaverde del Monte,09466
Burgos,09,Villaverde-Mogina,09467
Burgos,09,Villayerno Morquillas,09471
Burgos,09,Villazopeque,09472
Burgos,09,Villegas,09473
Burgos,09,Villoruebo,09476
Burgos,09,Viloria de Rioja,09424
Burgos,09,Vilviestre del Pinar,09425
Burgos,09,Vizcaínos,09478
Burgos,09,Zael,09480
Burgos,09,Zarzosa de Río Pisuerga,09482
Burgos,09,Zazuar,09483
Burgos,09,Zuñeda,09485
Cáceres,10,Abadía,10001
Cáceres,10,Abertura,10002
Cáceres,10,Acebo,10003
Cáceres,10,Acehúche,10004
Cáceres,10,Aceituna,10005
Cáceres,10,Ahigal,10006
Cáceres,10,Alagón del Río,10903
Cáceres,10,Albalá,10007
Cáceres,10,Alcántara,10008
Cáceres,10,Alcollarín,10009
Cáceres,10,Alcuéscar,10010
Cáceres,10,Aldea del Cano,10012
Cáceres,10,"Aldea del Obispo, La",10013
Cáceres,10,Aldeacentenera,10011
Cáceres,10,Aldeanueva de la Vera,10014
Cáceres,10,Aldeanueva del Camino,10015
Cáceres,10,Aldehuela de Jerte,10016
Cáceres,10,Alía,10017
Cáceres,10,Aliseda,10018
Cáceres,10,Almaraz,10019
Cáceres,10,Almoharín,10020
Cáceres,10,Arroyo de la Luz,10021
Cáceres,10,Arroyomolinos,10023
Cáceres,10,Arroyomolinos de la Vera,10022
Cáceres,10,Baños de Montemayor,10024
Cáceres,10,Barrado,10025
Cáceres,10,Belvís de Monroy,10026
Cáceres,10,Benquerencia,10027
Cáceres,10,Berrocalejo,10028
Cáceres,10,Berzocana,10029
Cáceres,10,Bohonal de Ibor,10030
Cáceres,10,Botija,10031
Cáceres,10,Brozas,10032
Cáceres,10,Cabañas del Castillo,10033
Cáceres,10,Cabezabellosa,10034
Cáceres,10,Cabezuela del Valle,10035
Cáceres,10,Cabrero,10036
Cáceres,10,Cáceres,10037
Cáceres,10,Cachorrilla,10038
Cáceres,10,Cadalso,10039
Cáceres,10,Calzadilla,10040
Cáceres,10,Caminomorisco,10041
Cáceres,10,Campillo de Deleitosa,10042
Cáceres,10,Campo Lugar,10043
Cáceres,10,Cañamero,10044
Cáceres,10,Cañaveral,10045
Cáceres,10,Carbajo,10046
Cáceres,10,Carcaboso,10047
Cáceres,10,Carrascalejo,10048
Cáceres,10,Casar de Cáceres,10049
Cáceres,10,Casar de Palomero,10050
Cáceres,10,Casares de las Hurdes,10051
Cáceres,10,Casas de Don Antonio,10052
Cáceres,10,Casas de Don Gómez,10053
Cáceres,10,Casas de Millán,10056
Cáceres,10,Casas de Miravete,10057
Cáceres,10,Casas del Castañar,10054
Cáceres,10,Casas del Monte,10055
Cáceres,10,Casatejada,10058
Cáceres,10,Casillas de Coria,10059
Cáceres,10,Castañar de Ibor,10060
Cáceres,10,Ceclavín,10061
Cáceres,10,Cedillo,10062
Cáceres,10,Cerezo,10063
Cáceres,10,Cilleros,10064
Cáceres,10,Collado de la Vera,10065
Cáceres,10,Conquista de la Sierra,10066
Cáceres,10,Coria,10067
Cáceres,10,Cuacos de Yuste,10068
Cáceres,10,"Cumbre, La",10069
Cáceres,10,Deleitosa,10070
Cáceres,10,Descargamaría,10071
Cáceres,10,Eljas,10072
Cáceres,10,Escurial,10073
Cáceres,10,Fresnedoso de Ibor,10075
Cáceres,10,Galisteo,10076
Cáceres,10,Garciaz,10077
Cáceres,10,Garganta la Olla,10079
Cáceres,10,"Garganta, La",10078
Cáceres,10,Gargantilla,10080
Cáceres,10,Gargüera,10081
Cáceres,10,Garrovillas de Alconétar,10082
Cáceres,10,Garvín,10083
Cáceres,10,Gata,10084
Cáceres,10,"Gordo, El",10085
Cáceres,10,"Granja, La",10086
Cáceres,10,Guadalupe,10087
Cáceres,10,Guijo de Coria,10088
Cáceres,10,Guijo de Galisteo,10089
Cáceres,10,Guijo de Granadilla,10090
Cáceres,10,Guijo de Santa Bárbara,10091
Cáceres,10,Herguijuela,10092
Cáceres,10,Hernán-Pérez,10093
Cáceres,10,Herrera de Alcántara,10094
Cáceres,10,Herreruela,10095
Cáceres,10,Hervás,10096
Cáceres,10,Higuera de Albalat,10097
Cáceres,10,Hinojal,10098
Cáceres,10,Holguera,10099
Cáceres,10,Hoyos,10100
Cáceres,10,Huélaga,10101
Cáceres,10,Ibahernando,10102
Cáceres,10,Jaraicejo,10103
Cáceres,10,Jaraíz de la Vera,10104
Cáceres,10,Jarandilla de la Vera,10105
Cáceres,10,Jarilla,10106
Cáceres,10,Jerte,10107
Cáceres,10,Ladrillar,10108
Cáceres,10,Logrosán,10109
Cáceres,10,Losar de la Vera,10110
Cáceres,10,Madrigal de la Vera,10111
Cáceres,10,Madrigalejo,10112
Cáceres,10,Madroñera,10113
Cáceres,10,Majadas,10114
Cáceres,10,Malpartida de Cáceres,10115
Cáceres,10,Malpartida de Plasencia,10116
Cáceres,10,Marchagaz,10117
Cáceres,10,Mata de Alcántara,10118
Cáceres,10,Membrío,10119
Cáceres,10,Mesas de Ibor,10120
Cáceres,10,Miajadas,10121
Cáceres,10,Millanes,10122
Cáceres,10,Mirabel,10123
Cáceres,10,Mohedas de Granadilla,10124
Cáceres,10,Monroy,10125
Cáceres,10,Montánchez,10126
Cáceres,10,Montehermoso,10127
Cáceres,10,Moraleja,10128
Cáceres,10,Morcillo,10129
Cáceres,10,Navaconcejo,10130
Cáceres,10,Navalmoral de la Mata,10131
Cáceres,10,Navalvillar de Ibor,10132
Cáceres,10,Navas del Madroño,10133
Cáceres,10,Navezuelas,10134
Cáceres,10,Nuñomoral,10135
Cáceres,10,Oliva de Plasencia,10136
Cáceres,10,Palomero,10137
Cáceres,10,Pasarón de la Vera,10138
Cáceres,10,Pedroso de Acim,10139
Cáceres,10,Peraleda de la Mata,10140
Cáceres,10,Peraleda de San Román,10141
Cáceres,10,Perales del Puerto,10142
Cáceres,10,Pescueza,10143
Cáceres,10,"Pesga, La",10144
Cáceres,10,Piedras Albas,10145
Cáceres,10,Pinofranqueado,10146
Cáceres,10,Piornal,10147
Cáceres,10,Plasencia,10148
Cáceres,10,Plasenzuela,10149
Cáceres,10,Portaje,10150
Cáceres,10,Portezuelo,10151
Cáceres,10,Pozuelo de Zarzón,10152
Cáceres,10,Pueblonuevo de Miramontes,10905
Cáceres,10,Puerto de Santa Cruz,10153
Cáceres,10,Rebollar,10154
Cáceres,10,Riolobos,10155
Cáceres,10,Robledillo de Gata,10156
Cáceres,10,Robledillo de la Vera,10157
Cáceres,10,Robledillo de Trujillo,10158
Cáceres,10,Robledollano,10159
Cáceres,10,Romangordo,10160
Cáceres,10,Rosalejo,10901
Cáceres,10,Ruanes,10161
Cáceres,10,Salorino,10162
Cáceres,10,Salvatierra de Santiago,10163
Cáceres,10,San Martín de Trevejo,10164
Cáceres,10,Santa Ana,10165
Cáceres,10,Santa Cruz de la Sierra,10166
Cáceres,10,Santa Cruz de Paniagua,10167
Cáceres,10,Santa Marta de Magasca,10168
Cáceres,10,Santiago de Alcántara,10169
Cáceres,10,Santiago del Campo,10170
Cáceres,10,Santibáñez el Alto,10171
Cáceres,10,Santibáñez el Bajo,10172
Cáceres,10,Saucedilla,10173
Cáceres,10,Segura de Toro,10174
Cáceres,10,Serradilla,10175
Cáceres,10,Serrejón,10176
Cáceres,10,Sierra de Fuentes,10177
Cáceres,10,Talaván,10178
Cáceres,10,Talaveruela de la Vera,10179
Cáceres,10,Talayuela,10180
Cáceres,10,Tejeda de Tiétar,10181
Cáceres,10,Tiétar,10904
Cáceres,10,Toril,10182
Cáceres,10,Tornavacas,10183
Cáceres,10,"Torno, El",10184
Cáceres,10,Torre de Don Miguel,10187
Cáceres,10,Torre de Santa María,10188
Cáceres,10,Torrecilla de los Ángeles,10185
Cáceres,10,Torrecillas de la Tiesa,10186
Cáceres,10,Torrejón el Rubio,10190
Cáceres,10,Torrejoncillo,10189
Cáceres,10,Torremenga,10191
Cáceres,10,Torremocha,10192
Cáceres,10,Torreorgaz,10193
Cáceres,10,Torrequemada,10194
Cáceres,10,Trujillo,10195
Cáceres,10,Valdastillas,10196
Cáceres,10,Valdecañas de Tajo,10197
Cáceres,10,Valdefuentes,10198
Cáceres,10,Valdehúncar,10199
Cáceres,10,Valdelacasa de Tajo,10200
Cáceres,10,Valdemorales,10201
Cáceres,10,Valdeobispo,10202
Cáceres,10,Valencia de Alcántara,10203
Cáceres,10,Valverde de la Vera,10204
Cáceres,10,Valverde del Fresno,10205
Cáceres,10,Vegaviana,10902
Cáceres,10,Viandar de la Vera,10206
Cáceres,10,Villa del Campo,10207
Cáceres,10,Villa del Rey,10208
Cáceres,10,Villamesías,10209
Cáceres,10,Villamiel,10210
Cáceres,10,Villanueva de la Sierra,10211
Cáceres,10,Villanueva de la Vera,10212
Cáceres,10,Villar de Plasencia,10214
Cáceres,10,Villar del Pedroso,10213
Cáceres,10,Villasbuenas de Gata,10215
Cáceres,10,Zarza de Granadilla,10216
Cáceres,10,Zarza de Montánchez,10217
Cáceres,10,Zarza la Mayor,10218
Cáceres,10,Zorita,10219
Cádiz,11,Alcalá de los Gazules,11001
Cádiz,11,Alcalá del Valle,11002
Cádiz,11,Algar,11003
Cádiz,11,Algeciras,11004
Cádiz,11,Algodonales,11005
Cádiz,11,Arcos de la Frontera,11006
Cádiz,11,Barbate,11007
Cádiz,11,"Barrios, Los",11008
Cádiz,11,Benalup-Casas Viejas,11901
Cádiz,11,Benaocaz,11009
Cádiz,11,Bornos,11010
Cádiz,11,"Bosque, El",11011
Cádiz,11,Cádiz,11012
Cádiz,11,Castellar de la Frontera,11013
Cádiz,11,Chiclana de la Frontera,11015
Cádiz,11,Chipiona,11016
Cádiz,11,Conil de la Frontera,11014
Cádiz,11,Espera,11017
Cádiz,11,"Gastor, El",11018
Cádiz,11,Grazalema,11019
Cádiz,11,Jerez de la Frontera,11020
Cádiz,11,Jimena de la Frontera,11021
Cádiz,11,"Línea de la Concepción, La",11022
Cádiz,11,Medina Sidonia,11023
Cádiz,11,Olvera,11024
Cádiz,11,Paterna de Rivera,11025
Cádiz,11,Prado del Rey,11026
Cádiz,11,"Puerto de Santa María, El",11027
Cádiz,11,Puerto Real,11028
Cádiz,11,Puerto Serrano,11029
Cádiz,11,Rota,11030
Cádiz,11,San Fernando,11031
Cádiz,11,San José del Valle,11902
Cádiz,11,San Martín del Tesorillo,11903
Cádiz,11,San Roque,11033
Cádiz,11,Sanlúcar de Barrameda,11032
Cádiz,11,Setenil de las Bodegas,11034
Cádiz,11,Tarifa,11035
Cádiz,11,Torre Alháquime,11036
Cádiz,11,Trebujena,11037
Cádiz,11,Ubrique,11038
Cádiz,11,Vejer de la Frontera,11039
Cádiz,11,Villaluenga del Rosario,11040
Cádiz,11,Villamartín,11041
Cádiz,11,Zahara,11042
Castellón/Castelló,12,Aín,12002
Castellón/Castelló,12,Albocàsser,12003
Castellón/Castelló,12,Alcalà de Xivert,12004
Castellón/Castelló,12,"Alcora, l'",12005
Castellón/Castelló,12,Alcudia de Veo,12006
Castellón/Castelló,12,Alfondeguilla,12007
Castellón/Castelló,12,Algimia de Almonacid,12008
Castellón/Castelló,12,Almassora,12009
Castellón/Castelló,12,Almedíjar,12010
Castellón/Castelló,12,Almenara,12011
Castellón/Castelló,12,"Alqueries, les/Alquerías del Niño Perdido",12901
Castellón/Castelló,12,Altura,12012
Castellón/Castelló,12,Arañuel,12013
Castellón/Castelló,12,Ares del Maestrat,12014
Castellón/Castelló,12,Argelita,12015
Castellón/Castelló,12,Artana,12016
Castellón/Castelló,12,Atzeneta del Maestrat,12001
Castellón/Castelló,12,Ayódar,12017
Castellón/Castelló,12,Azuébar,12018
Castellón/Castelló,12,Barracas,12020
Castellón/Castelló,12,Bejís,12022
Castellón/Castelló,12,Benafer,12024
Castellón/Castelló,12,Benafigos,12025
Castellón/Castelló,12,Benassal,12026
Castellón/Castelló,12,Benicarló,12027
Castellón/Castelló,12,Benicasim/Benicàssim,12028
Castellón/Castelló,12,Benlloc,12029
Castellón/Castelló,12,Betxí,12021
Castellón/Castelló,12,Borriana/Burriana,12032
Castellón/Castelló,12,Borriol,12031
Castellón/Castelló,12,Cabanes,12033
Castellón/Castelló,12,Càlig,12034
Castellón/Castelló,12,Canet lo Roig,12036
Castellón/Castelló,12,Castell de Cabres,12037
Castellón/Castelló,12,Castellfort,12038
Castellón/Castelló,12,Castellnovo,12039
Castellón/Castelló,12,Castelló de la Plana,12040
Castellón/Castelló,12,Castillo de Villamalefa,12041
Castellón/Castelló,12,Catí,12042
Castellón/Castelló,12,Caudiel,12043
Castellón/Castelló,12,Cervera del Maestre,12044
Castellón/Castelló,12,Chilches/Xilxes,12053
Castellón/Castelló,12,Chodos/Xodos,12055
Castellón/Castelló,12,Chóvar,12056
Castellón/Castelló,12,Cinctorres,12045
Castellón/Castelló,12,Cirat,12046
Castellón/Castelló,12,Cortes de Arenoso,12048
Castellón/Castelló,12,Costur,12049
Castellón/Castelló,12,"Coves de Vinromà, les",12050
Castellón/Castelló,12,Culla,12051
Castellón/Castelló,12,Eslida,12057
Castellón/Castelló,12,Espadilla,12058
Castellón/Castelló,12,Fanzara,12059
Castellón/Castelló,12,Figueroles,12060
Castellón/Castelló,12,Forcall,12061
Castellón/Castelló,12,Fuente la Reina,12063
Castellón/Castelló,12,Fuentes de Ayódar,12064
Castellón/Castelló,12,Gaibiel,12065
Castellón/Castelló,12,Geldo,12067
Castellón/Castelló,12,Herbers,12068
Castellón/Castelló,12,Higueras,12069
Castellón/Castelló,12,"Jana, la",12070
Castellón/Castelló,12,Jérica,12071
Castellón/Castelló,12,"Llosa, la",12074
Castellón/Castelló,12,Llucena/Lucena del Cid,12072
Castellón/Castelló,12,Ludiente,12073
Castellón/Castelló,12,"Mata de Morella, la",12075
Castellón/Castelló,12,Matet,12076
Castellón/Castelló,12,Moncofa,12077
Castellón/Castelló,12,Montán,12078
Castellón/Castelló,12,Montanejos,12079
Castellón/Castelló,12,Morella,12080
Castellón/Castelló,12,Navajas,12081
Castellón/Castelló,12,Nules,12082
Castellón/Castelló,12,Olocau del Rey,12083
Castellón/Castelló,12,Onda,12084
Castellón/Castelló,12,Oropesa del Mar/Orpesa,12085
Castellón/Castelló,12,Palanques,12087
Castellón/Castelló,12,Pavías,12088
Castellón/Castelló,12,Peníscola/Peñíscola,12089
Castellón/Castelló,12,Pina de Montalgrao,12090
Castellón/Castelló,12,"Pobla de Benifassà, la",12093
Castellón/Castelló,12,"Pobla Tornesa, la",12094
Castellón/Castelló,12,Portell de Morella,12091
Castellón/Castelló,12,Puebla de Arenoso,12092
Castellón/Castelló,12,Ribesalbes,12095
Castellón/Castelló,12,Rossell,12096
Castellón/Castelló,12,Sacañet,12097
Castellón/Castelló,12,"Salzadella, la",12098
Castellón/Castelló,12,San Rafael del Río,12101
Castellón/Castelló,12,Sant Joan de Moró,12902
Castellón/Castelló,12,Sant Jordi/San Jorge,12099
Castellón/Castelló,12,Sant Mateu,12100
Castellón/Castelló,12,Santa Magdalena de Pulpis,12102
Castellón/Castelló,12,Segorbe,12104
Castellón/Castelló,12,"Serratella, la",12103
Castellón/Castelló,12,Sierra Engarcerán,12105
Castellón/Castelló,12,Soneja,12106
Castellón/Castelló,12,Sot de Ferrer,12107
Castellón/Castelló,12,Sueras/Suera,12108
Castellón/Castelló,12,Tales,12109
Castellón/Castelló,12,Teresa,12110
Castellón/Castelló,12,Tírig,12111
Castellón/Castelló,12,Todolella,12112
Castellón/Castelló,12,Toga,12113
Castellón/Castelló,12,Torás,12114
Castellón/Castelló,12,"Toro, El",12115
Castellón/Castelló,12,Torralba del Pinar,12116
Castellón/Castelló,12,"Torre d'En Besora, la",12119
Castellón/Castelló,12,"Torre d'en Doménec, la",12120
Castellón/Castelló,12,Torreblanca,12117
Castellón/Castelló,12,Torrechiva,12118
Castellón/Castelló,12,Traiguera,12121
Castellón/Castelló,12,"Useras/Useres, les",12122
Castellón/Castelló,12,Vall d'Alba,12124
Castellón/Castelló,12,Vall de Almonacid,12125
Castellón/Castelló,12,"Vall d'Uixó, la",12126
Castellón/Castelló,12,Vallat,12123
Castellón/Castelló,12,Vallibona,12127
Castellón/Castelló,12,Vilafamés,12128
Castellón/Castelló,12,Vilafranca/Villafranca del Cid,12129
Castellón/Castelló,12,Vilanova d'Alcolea,12132
Castellón/Castelló,12,Vilar de Canes,12134
Castellón/Castelló,12,Vila-real,12135
Castellón/Castelló,12,"Vilavella, la",12136
Castellón/Castelló,12,Villahermosa del Río,12130
Castellón/Castelló,12,Villamalur,12131
Castellón/Castelló,12,Villanueva de Viver,12133
Castellón/Castelló,12,Villores,12137
Castellón/Castelló,12,Vinaròs,12138
Castellón/Castelló,12,Vistabella del Maestrat,12139
Castellón/Castelló,12,Viver,12140
Castellón/Castelló,12,Xert,12052
Castellón/Castelló,12,Zorita del Maestrazgo,12141
Castellón/Castelló,12,Zucaina,12142
Ciudad Real,13,Abenójar,13001
Ciudad Real,13,Agudo,13002
Ciudad Real,13,Alamillo,13003
Ciudad Real,13,Albaladejo,13004
Ciudad Real,13,Alcázar de San Juan,13005
Ciudad Real,13,Alcoba,13006
Ciudad Real,13,Alcolea de Calatrava,13007
Ciudad Real,13,Alcubillas,13008
Ciudad Real,13,Aldea del Rey,13009
Ciudad Real,13,Alhambra,13010
Ciudad Real,13,Almadén,13011
Ciudad Real,13,Almadenejos,13012
Ciudad Real,13,Almagro,13013
Ciudad Real,13,Almedina,13014
Ciudad Real,13,Almodóvar del Campo,13015
Ciudad Real,13,Almuradiel,13016
Ciudad Real,13,Anchuras,13017
Ciudad Real,13,Arenales de San Gregorio,13903
Ciudad Real,13,Arenas de San Juan,13018
Ciudad Real,13,Argamasilla de Alba,13019
Ciudad Real,13,Argamasilla de Calatrava,13020
Ciudad Real,13,Arroba de los Montes,13021
Ciudad Real,13,Ballesteros de Calatrava,13022
Ciudad Real,13,Bolaños de Calatrava,13023
Ciudad Real,13,Brazatortas,13024
Ciudad Real,13,Cabezarados,13025
Ciudad Real,13,Cabezarrubias del Puerto,13026
Ciudad Real,13,Calzada de Calatrava,13027
Ciudad Real,13,Campo de Criptana,13028
Ciudad Real,13,Cañada de Calatrava,13029
Ciudad Real,13,Caracuel de Calatrava,13030
Ciudad Real,13,Carrión de Calatrava,13031
Ciudad Real,13,Carrizosa,13032
Ciudad Real,13,Castellar de Santiago,13033
Ciudad Real,13,Chillón,13038
Ciudad Real,13,Ciudad Real,13034
Ciudad Real,13,Corral de Calatrava,13035
Ciudad Real,13,"Cortijos, Los",13036
Ciudad Real,13,Cózar,13037
Ciudad Real,13,Daimiel,13039
Ciudad Real,13,Fernán Caballero,13040
Ciudad Real,13,Fontanarejo,13041
Ciudad Real,13,Fuencaliente,13042
Ciudad Real,13,Fuenllana,13043
Ciudad Real,13,Fuente el Fresno,13044
Ciudad Real,13,Granátula de Calatrava,13045
Ciudad Real,13,Guadalmez,13046
Ciudad Real,13,Herencia,13047
Ciudad Real,13,Hinojosas de Calatrava,13048
Ciudad Real,13,Horcajo de los Montes,13049
Ciudad Real,13,"Labores, Las",13050
Ciudad Real,13,Llanos del Caudillo,13904
Ciudad Real,13,Luciana,13051
Ciudad Real,13,Malagón,13052
Ciudad Real,13,Manzanares,13053
Ciudad Real,13,Membrilla,13054
Ciudad Real,13,Mestanza,13055
Ciudad Real,13,Miguelturra,13056
Ciudad Real,13,Montiel,13057
Ciudad Real,13,Moral de Calatrava,13058
Ciudad Real,13,Navalpino,13059
Ciudad Real,13,Navas de Estena,13060
Ciudad Real,13,Pedro Muñoz,13061
Ciudad Real,13,Picón,13062
Ciudad Real,13,Piedrabuena,13063
Ciudad Real,13,Poblete,13064
Ciudad Real,13,Porzuna,13065
Ciudad Real,13,Pozuelo de Calatrava,13066
Ciudad Real,13,"Pozuelos de Calatrava, Los",13067
Ciudad Real,13,Puebla de Don Rodrigo,13068
Ciudad Real,13,Puebla del Príncipe,13069
Ciudad Real,13,Puerto Lápice,13070
Ciudad Real,13,Puertollano,13071
Ciudad Real,13,Retuerta del Bullaque,13072
Ciudad Real,13,"Robledo, El",13901
Ciudad Real,13,Ruidera,13902
Ciudad Real,13,Saceruela,13073
Ciudad Real,13,San Carlos del Valle,13074
Ciudad Real,13,San Lorenzo de Calatrava,13075
Ciudad Real,13,Santa Cruz de los Cáñamos,13076
Ciudad Real,13,Santa Cruz de Mudela,13077
Ciudad Real,13,Socuéllamos,13078
Ciudad Real,13,Solana del Pino,13080
Ciudad Real,13,"Solana, La",13079
Ciudad Real,13,Terrinches,13081
Ciudad Real,13,Tomelloso,13082
Ciudad Real,13,Torralba de Calatrava,13083
Ciudad Real,13,Torre de Juan Abad,13084
Ciudad Real,13,Torrenueva,13085
Ciudad Real,13,Valdemanco del Esteras,13086
Ciudad Real,13,Valdepeñas,13087
Ciudad Real,13,Valenzuela de Calatrava,13088
Ciudad Real,13,Villahermosa,13089
Ciudad Real,13,Villamanrique,13090
Ciudad Real,13,Villamayor de Calatrava,13091
Ciudad Real,13,Villanueva de la Fuente,13092
Ciudad Real,13,Villanueva de los Infantes,13093
Ciudad Real,13,Villanueva de San Carlos,13094
Ciudad Real,13,Villar del Pozo,13095
Ciudad Real,13,Villarrubia de los Ojos,13096
Ciudad Real,13,Villarta de San Juan,13097
Ciudad Real,13,Viso del Marqués,13098
Córdoba,14,Adamuz,14001
Córdoba,14,Aguilar de la Frontera,14002
Córdoba,14,Alcaracejos,14003
Córdoba,14,Almedinilla,14004
Córdoba,14,Almodóvar del Río,14005
Córdoba,14,Añora,14006
Córdoba,14,Baena,14007
Córdoba,14,Belalcázar,14008
Córdoba,14,Belmez,14009
Córdoba,14,Benamejí,14010
Córdoba,14,"Blázquez, Los",14011
Córdoba,14,Bujalance,14012
Córdoba,14,Cabra,14013
Córdoba,14,Cañete de las Torres,14014
Córdoba,14,Carcabuey,14015
Córdoba,14,Cardeña,14016
Córdoba,14,"Carlota, La",14017
Córdoba,14,"Carpio, El",14018
Córdoba,14,Castro del Río,14019
